Name,RecipeIngredientParts,Calories,FatContent,CarbohydrateContent,ProteinContent
Peppered Chicken With Creamy Sauce,"c(""butter"", ""garlic clove"", ""chicken breast fillets"", ""cracked black pepper"", ""butter"", ""flour"", ""white wine"", ""marsala"")",291.4,26.1,7.8,2.1
Pina Colada Tart,"c(""all-purpose flour"", ""brown sugar"", ""salt"", ""butter"", ""half-and-half"", ""vanilla"", ""golden rum"", ""cream cheese"", ""powdered sugar"", ""golden rum"", ""pineapple tidbits"", ""coconut"")",503.8,27.8,57.3,8.0
Bavarian Cream,"c(""sugar"", ""flour"", ""cornstarch"", ""salt"", ""milk"", ""egg"", ""vanilla"", ""heavy cream"")",87.2,5.2,8.4,1.8
"Pineapple, Date and Nut Drops","c(""flour"", ""baking powder"", ""salt"", ""butter"", ""brown sugar"", ""white sugar"", ""pineapple"", ""baking soda"", ""dates"")",1576.3,52.2,263.9,26.0
Pizza,"c(""onion"", ""olive oil"", ""garlic"", ""canned Italian tomatoes"", ""tomato paste"", ""oregano"", ""basil"", ""bay leaf"", ""sugar"", ""salt"", ""pepper"", ""mozzarella cheese"", ""water"", ""flour"", ""salt"")",543.1,22.2,65.4,21.6
Pizza Dough and Sauce,"c(""warm water"", ""salt"", ""flour"", ""tomato paste"", ""red wine"", ""water"", ""oregano"", ""salt"", ""sugar"", ""olive oil"", ""parmesan cheese"")",165.1,3.9,27.1,4.0
Pizza Loaf,"c(""beef"", ""onion"", ""oregano"", ""cheese spread"", ""egg"", ""butter"")",3550.4,358.4,15.4,62.9
Plum Cake,"c(""all-purpose flour"", ""sugar"", ""butter"", ""eggs"", ""walnuts"", ""plums"", ""sour cream"", ""sugar"")",470.2,26.8,50.2,9.5
Potato Appetizers,"c(""potato"", ""olive oil"", ""chives"", ""green onion"", ""paprika"", ""wheat germ"")",100.7,4.2,13.8,2.9
Potato-Plum Dumplings,"c(""potatoes"", ""salt"", ""eggs"", ""butter"", ""butter"", ""flour"", ""farina"", ""sweet plums"")",270.6,8.9,43.1,5.8
"Great Northern Bean, Ham and  Vegetable Chowder","c(""dry white bean"", ""ham hocks"", ""ham"", ""onion"", ""carrot"", ""green pepper"", ""sugar"", ""salt"", ""cayenne pepper"", ""mace"", ""tomatoes"")",224.2,0.8,42.1,14.5
Pumpkin Apple Pie,"c(""brown sugar"", ""cornstarch"", ""cinnamon"", ""salt"", ""water"", ""butter"", ""margarine"", ""tart apples"", ""canned pumpkin"", ""evaporated milk"", ""sugar"", ""egg"", ""ground cinnamon"", ""salt"")",226.5,7.2,39.0,3.8
Pumpkin Citrus Syrup Cake,"c(""butter"", ""lemons, rind of"", ""caster sugar"", ""eggs"", ""self raising flour"", ""pumpkin"", ""lemon juice"", ""sugar"")",361.3,18.3,46.7,4.0
Pumpkin Scones,"c(""flour"", ""baking powder"", ""baking soda"", ""ginger"", ""allspice"", ""nutmeg"", ""salt"", ""vegetable shortening"", ""light brown sugar"", ""solid-pack pumpkin"", ""plain yogurt"")",33.8,1.2,5.2,0.6
Puppy Chow Snack Mix,"c(""chocolate chips"", ""butter"", ""peanut butter"", ""confectioners' sugar"")",701.1,32.8,101.2,10.3
Beef & Pork Meatloaf & Onion Gravy,"c(""lean beef"", ""egg"", ""parsley"", ""onion"", ""garlic"", ""celery"", ""thyme"", ""pepper"", ""salt"", ""onion"", ""butter"", ""flour"", ""parsley"", ""dry red wine"")",369.7,16.2,24.9,28.7
Raised Waffles,"c(""water"", ""active dry yeast"", ""granulated sugar"", ""water"", ""butter"", ""salt"", ""flour"", ""eggs"", ""baking soda"", ""pure maple syrup"")",427.8,19.8,47.2,15.1
Raisin Cream Pie,"c(""raisins"", ""water"", ""eggs"", ""sugar"", ""vinegar"", ""flour"", ""butter"", ""cream of tartar"", ""salt"", ""vanilla"", ""sugar"")",282.1,4.8,57.8,4.8
Sour Cream Raisin Pie,"c(""sugar"", ""flour"", ""cinnamon"", ""allspice"", ""clove"", ""sour cream"", ""raisins"", ""vinegar"", ""baking soda"", ""salt"")",662.7,27.2,103.5,5.9
Red Pepper Spoon Bread,"c(""low sodium chicken broth"", ""skim milk"", ""sugar"", ""salt"", ""cornmeal"", ""unsalted butter"", ""cayenne pepper"", ""nutmeg"", ""yellow onion"", ""frozen corn kernels"", ""eggs"", ""baking powder"")",212.4,5.8,31.1,11.0
Rice Case for Quiches or Pies (Gluten-Free),"c(""rice"", ""fresh herb"", ""egg"")",1743.5,29.1,310.7,48.5
Rice-Bacon Pineapple Salad,"c(""pineapple"", ""long-grain rice"", ""bacon"", ""onion"", ""cucumber"", ""red capsicum"")",427.6,18.6,58.9,8.2
Roasting Peppers,"""pepper""",0.0,0.0,0.0,0.0
Rock Candy for Kids,"c(""granulated sugar"", ""water"")",1548.0,0.0,399.9,0.0
Rum Baked Beans,"c(""navy beans"", ""light molasses"", ""soy sauce"", ""onion"", ""prepared mustard"", ""rum"")",189.9,0.7,36.4,8.1
Bread Machine Sage-Wheat Bread,"c(""milk"", ""shortening"", ""whole wheat flour"", ""bread flour"", ""cornmeal"", ""brown sugar"", ""dried sage"", ""salt"", ""active dry yeast"", ""bread machine yeast"")",76.0,1.3,14.1,2.7
Beef Crumble,"c(""beef"", ""onion"", ""celery"", ""mushroom"", ""carrot"", ""flour"", ""Worcestershire sauce"")",403.2,40.4,4.0,5.8
Salsa,"c(""tomatoes"", ""sweet onion"", ""cilantro"", ""garlic"", ""lime juice"", ""olive oil"", ""salt"", ""cumin"", ""black pepper"")",35.3,1.4,5.7,1.1
Salty Milk Biscuits,"c(""flour"", ""milk"", ""salt"", ""butter"", ""eggs"", ""milk"", ""salt"")",1025.8,47.7,129.8,18.1
Savoury Bread Dish,"c(""cheese"", ""mustard"", ""eggs"", ""milk"")",233.0,9.4,24.9,11.6
Scottish Scones,"c(""flour"", ""rolled oats"", ""brown sugar"", ""baking powder"", ""salt"", ""cinnamon"", ""butter"", ""margarine"", ""milk"", ""butter"", ""margarine"", ""sugar"", ""cinnamon"")",271.7,14.2,32.5,4.1
Beef Enchiladas,"c(""garlic"", ""water"", ""tomato sauce"", ""chili powder"", ""salt"", ""cumin"", ""green chili peppers"", ""oregano"", ""onion"", ""ground beef"", ""chili powder"", ""8-inch flour tortillas"", ""10-inch flour tortillas"", ""cheddar cheese"", ""monterey jack cheese"")",489.9,25.8,40.0,24.2
Slow Cooker BBQ Pinto Beans,"c(""dried pinto bean"", ""water"", ""onions"", ""chili powder"", ""barbecue sauce"", ""ketchup"", ""prepared mustard"")",350.6,1.5,68.1,17.4
Snow Flurry Brownies,"c(""sugar"", ""butter"", ""margarine"", ""eggs"", ""vanilla extract"", ""all-purpose flour"", ""baking powder"", ""salt"")",192.4,11.7,21.9,2.5
Soft Zucchini Spice Cookies,"c(""butter"", ""margarine"", ""brown sugar"", ""egg"", ""all-purpose flour"", ""baking powder"", ""cinnamon"", ""salt"", ""nutmeg"", ""clove"", ""milk"", ""zucchini"", ""walnuts"", ""raisins"")",66.7,2.9,9.6,0.9
Solo Chicken Breast and Rainbow Rice,"c(""boneless skinless chicken breast"", ""raw rice"", ""water"", ""vermouth"", ""olive oil"", ""lemon juice"", ""lime juice"", ""onion"", ""red bell pepper"", ""green bell pepper"")",881.5,57.7,60.1,30.5
Some 'Berry' Good Fruit Dip Ideas!,"c(""cream cheese"", ""sugar"")",1040.8,79.3,68.9,18.0
Spaetzle,"c(""eggs"", ""water"", ""milk"", ""all-purpose flour"", ""salt"", ""baking powder"", ""water"")",397.5,10.7,61.3,12.2
Spaghetti Pie,"c(""spaghetti"", ""egg"", ""nonfat parmesan cheese"", ""extra lean beef"", ""onion"", ""green pepper"", ""fennel seed"", ""garlic"", ""tomato sauce"", ""oregano"", ""low fat cottage cheese"", ""lowfat mozzarella cheese"")",192.8,4.3,20.6,17.4
Spicy Bacon &amp; Tomato Brunch,"c(""ginger"", ""onion"", ""garlic cloves"", ""plum tomatoes"", ""bacon"", ""salt"", ""pepper"")",95.2,5.7,9.1,3.0
Spicy Cherry Glazed Chicken,"c(""olive oil"", ""skinless chicken thighs"", ""honey"", ""salt"", ""cinnamon"", ""red pepper flakes"", ""allspice"", ""dried cherries"", ""water"", ""cornstarch"")",116.4,3.9,12.8,8.1
Spicy Dill Dip,"c(""sour cream"", ""mayonnaise"", ""fresh dill"", ""dried dill"", ""fresh parsley"", ""scallions"", ""green onion"", ""chili sauce"", ""garlic clove"", ""dry mustard"", ""Worcestershire sauce"")",426.0,37.9,19.5,3.9
Spinach Squares,"c(""butter"", ""milk"", ""baking soda"", ""frozen spinach"", ""monterey jack cheese"", ""eggs"", ""flour"")",370.2,24.2,20.4,18.4
Spinach Torte,"c(""garlic clove"", ""yellow onion"", ""eggs"", ""dill"", ""unsalted butter"", ""phyllo dough"")",570.6,30.5,60.6,14.6
Spoon Bread Chili Pie,"c(""beef"", ""onion"", ""green pepper"", ""garlic clove"", ""chili powder"", ""canned tomatoes"", ""kernel corn"", ""salt"", ""pepper"", ""kidney beans"", ""milk"", ""butter"", ""salt"", ""cornmeal"", ""cheddar cheese"", ""egg"")",529.3,35.7,39.3,16.1
Squash & Golden Onion Risotto,"c(""broth"", ""butter"", ""onions"", ""garlic"", ""squash"", ""sage"", ""white wine"", ""red wine"", ""marsala"", ""arborio rice"", ""pepper"", ""parmesan cheese"")",336.9,8.6,52.4,6.4
Steak & Tomato-Basil Pasta,"c(""beef tenderloin steaks"", ""boneless beef top loin steaks"", ""penne"", ""mostaccioli pasta"", ""fresh basil"", ""dried basil leaves"", ""romano cheese"", ""parmesan cheese"", ""salt"", ""pepper"", ""olive oil"", ""onion"", ""garlic"", ""plum tomatoes"", ""sugar"", ""salt"", ""pepper"")",757.8,35.0,71.0,41.0
Steak and Ale Meat Marinade,"c(""soy sauce"", ""dry white wine"", ""red wine vinegar"", ""sugar"", ""garlic"")",1441.0,1.4,286.9,34.0
Strawberry Blender Smoothie,"c(""oranges"", ""banana"", ""strawberry"", ""powdered sugar"")",131.4,0.4,33.1,1.7
Strawberry Cheesecake,"c(""graham cracker crumbs"", ""sugar"", ""margarine"", ""butter"", ""cream cheese"", ""sugar"", ""lemons"", ""vanilla"", ""eggs"", ""strawberry"", ""sugar"", ""cornstarch"", ""water"")",390.3,20.5,48.2,5.1
Strawberry Marbled Cheesecake,"c(""frozen strawberries"", ""cornstarch"", ""graham cracker crumbs"", ""sugar"", ""butter"", ""margarine"", ""cream cheese"", ""eggs"", ""lemon juice"")",434.1,29.7,35.3,8.5
Strawberry 'n Oat Bars,"c(""margarine"", ""margarine"", ""brown sugar"", ""flour"", ""baking soda"", ""salt"", ""old fashioned oats"", ""quick-cooking oats"")",261.8,12.2,36.2,3.2
Stuffed Mozzarella,"c(""lowfat mozzarella cheese"", ""fresh spinach"", ""red bell peppers"", ""tomatoes"")",124.8,5.2,10.5,10.5
Sugar-Coated Pecans,"c(""pecan halves"", ""sugar"", ""cinnamon"")",263.6,23.8,13.5,3.3
Surprise Carrot Cake,"c(""cream cheese"", ""sugar"", ""egg"", ""flour"", ""sugar"", ""baking soda"", ""cinnamon"", ""salt"", ""eggs"", ""carrots"")",376.6,22.1,41.2,5.0
Sweet Potato Cakes,"c(""sweet potatoes"", ""eggs"", ""salt"", ""pepper"")",117.0,3.2,17.6,4.5
Sweet Potato Pie,"c(""sweet potatoes"", ""butter"", ""margarine"", ""granulated sugar"", ""brown sugar"", ""salt"", ""nutmeg"", ""eggs"", ""milk"", ""vanilla extract"")",1335.4,72.3,156.4,18.4
Swiss Chocolate Squares & Icing,"c(""water"", ""butter"", ""margarine"", ""flour"", ""sugar"", ""eggs"", ""sour cream"", ""baking soda"", ""salt"", ""butter"", ""margarine"", ""milk"", ""powdered sugar"", ""vanilla"", ""pecan halves"")",293.7,11.1,48.5,2.4
Taco Salad,"c(""head lettuce"", ""green onions"", ""tomatoes"", ""cheese"")",1768.9,122.0,143.2,37.9
Taco Seasoning,"c(""chili powder"", ""paprika"", ""cumin"", ""onion powder"", ""cayenne pepper"")",6.4,0.3,1.1,0.3
Beer Batter,"c(""beer"", ""flour"", ""seasoning salt"", ""pepper"", ""eggs"")",650.5,10.8,100.7,26.1
Teriyaki Sauce,"c(""soy sauce"", ""mirin"", ""medium-dry sherry"", ""cider vinegar"", ""sugar"")",369.6,0.3,68.7,20.8
Texas Style Picante Sauce,"c(""garlic cloves"", ""tomato paste"", ""pepper"", ""salt"", ""fresh tomatoes"", ""alum"", ""cumin"", ""sugar"", ""vinegar"", ""green pepper"", ""onion"")",276.2,1.1,63.3,6.0
Thai Beef Curry,"c(""coconut milk"", ""Thai red curry paste"", ""beef sirloin steaks"", ""nam pla"", ""fresh basil"", ""green onions"", ""sugar"")",446.1,33.3,4.5,32.4
Three Sisters Vegetables,"c(""green beans"", ""corn"", ""water"", ""butter"", ""salt"", ""pepper"")",123.8,3.2,24.8,3.2
Toffee Cookies,"c(""light brown sugar"", ""granulated sugar"", ""vanilla"", ""egg"", ""butter"", ""vegetable shortening"", ""all-purpose flour"", ""rolled oats"", ""salt"", ""baking soda"")",90.0,5.2,10.5,0.9
Honey-Chocolate Oatmeal Cookies,"c(""flour"", ""baking powder"", ""baking soda"", ""cinnamon"", ""salt"", ""vegetable shortening"", ""butter"", ""bittersweet chocolate"", ""honey"", ""eggs"", ""rolled oats"", ""coconut"")",1355.3,70.2,173.2,17.9
Honey Oat Hermits,"c(""rolled oats"", ""cake flour"", ""baking soda"", ""salt"", ""allspice"", ""cinnamon"", ""shortening"", ""honey"", ""eggs"", ""raisins"", ""maraschino cherries"", ""lemon juice"", ""lemon, rind of"")",4404.5,183.9,663.2,71.8
Country Rice Pudding,"c(""milk"", ""short-grain rice"", ""sugar"", ""nutmeg"", ""lemon zest"", ""salt"", ""egg"", ""Bourbon"", ""vanilla extract"", ""sugar"", ""cinnamon"")",389.8,7.7,69.6,9.3
Spinach Artichoke Dip,"c(""parmesan cheese"", ""frozen chopped spinach"", ""artichoke hearts"", ""sour cream"", ""cream cheese"", ""mayonnaise"", ""garlic"")",150.2,11.3,5.5,7.7
Breakfast Pizza II,"c(""eggs"", ""bacon"", ""cheddar cheese"")",609.9,47.5,20.8,23.3
Creamy Apple Dip,"c(""apple"", ""dates"", ""crystallized ginger"", ""cream cheese"")",399.7,20.6,54.0,5.8
Unexpected Company Rice Pudding,"c(""Minute Rice"", ""raisins"", ""salt"", ""nutmeg"", ""instant vanilla pudding"", ""water"")",203.6,0.4,47.8,2.1
Lollipops,"c(""sugar"", ""cream of tartar"", ""water"")",154.9,0.0,40.0,0.0
Vegetarian Pad Thai,"c(""garlic"", ""red bell pepper"", ""tomatoes"", ""snow peas"", ""firm tofu"", ""reduced sodium soy sauce"", ""fresh lime juice"", ""fresh cilantro"", ""cashews"", ""scallions"", ""fresh bean sprouts"")",353.0,8.1,62.4,9.1
Bacon and Cheese Stuffed Chicken,"c(""boneless skinless chicken breast halves"", ""bacon"", ""sharp cheddar cheese"", ""salt"", ""pepper"", ""paprika"", ""olive oil"", ""cornstarch"", ""reduced-sodium chicken broth"", ""parsley"")",268.2,15.0,1.5,30.4
Stewed Tomatoes,"c(""tomatoes"", ""celery"", ""bell pepper"", ""Accent seasoning"", ""sugar"", ""water"")",344.8,1.6,82.5,7.2
Better Than Sex Cake,"c(""butter"", ""all-purpose flour"", ""sugar"", ""cream cheese"", ""confectioners' sugar"", ""Cool Whip"", ""instant chocolate pudding mix"", ""milk"")",727.9,56.1,50.8,8.0
Romeri's Gnocchi & Sauce,"c(""flour"", ""egg"", ""salt"", ""ricotta cheese"", ""tomatoes"", ""dry basil"", ""garlic"", ""olive oil"")",2457.1,124.6,243.6,93.8
Orange Baked Chicken,"c(""oranges"", ""olive oil"", ""boneless skinless chicken breasts"", ""onion"", ""Worcestershire sauce"", ""water"", ""tomato paste"")",228.5,6.6,15.8,26.4
Pesto,"c(""garlic"", ""basil"", ""parmesan cheese"", ""olive oil"")",3175.0,311.9,54.6,62.1
Golden Peanut Bars,"c(""unsifted flour"", ""light brown sugar"", ""egg"", ""butter"", ""margarine"", ""peanuts"", ""peanut butter"", ""vanilla extract"")",5737.4,282.7,693.3,145.6
Baked Ziti,"c(""ziti pasta"", ""mozzarella cheese"", ""cottage cheese"", ""oregano"")",439.5,12.4,58.1,22.6
Chinese Beef and Broccoli,"c(""soy sauce"", ""dry sherry"", ""cornstarch"", ""frozen broccoli"", ""garlic clove"", ""fresh ginger"", ""salt"")",300.1,16.5,7.1,28.3
Buche de Noel,"c(""cake flour"", ""baking powder"", ""salt"", ""eggs"", ""sugar"", ""brewed coffee"", ""vanilla"", ""butter"", ""light corn syrup"", ""heavy cream"", ""instant coffee"", ""powdered sugar"")",6382.4,402.5,697.3,60.9
Parsnip Pie,"c(""parsnip"", ""butter"")",0.0,0.0,0.0,0.0
Seven Layer Magic Bars,"c(""butter"", ""margarine"", ""graham cracker crumbs"", ""sweetened condensed milk"", ""chocolate chips"", ""flaked coconut"")",157.6,9.5,17.4,2.2
Peppered Fish in Herbed Butter,"c(""pepper"", ""butter"", ""lemon juice"", ""parsley"", ""thyme"")",191.0,13.3,0.4,17.0
Beef Jerky,"c(""london broil beef"", ""soy sauce"", ""garlic"")",13.4,0.0,3.0,0.6
Coconut Macaroon Cheesecake,"c(""coconut"", ""pecans"", ""butter"", ""margarine"", ""cream cheese"", ""sugar"", ""vanilla extract"", ""eggs"", ""vanilla extract"", ""sugar"", ""coconut"")",338.7,28.7,17.0,5.6
Chicken Fajitas,"c(""olive oil"", ""lime juice"", ""sugar"", ""salt"", ""cumin"", ""red wine vinegar"", ""onion"", ""oregano"", ""pepper"", ""garlic cloves"", ""red bell pepper"", ""green bell pepper"", ""yellow bell pepper"", ""boneless skinless chicken breasts"")",273.4,16.6,5.5,24.8
Apple and Ginger Dessert Pizza,"c(""dried yeast"", ""sugar"", ""water"", ""flour"", ""butter"", ""egg"", ""sultana"", ""brandy"", ""butter"", ""ground ginger"", ""water"", ""maple syrup"", ""green apple"", ""red apple"", ""butter"")",317.5,10.1,50.0,5.6
Apple Brown Betty,"c(""unsalted butter"", ""granny smith apples"", ""granulated sugar"", ""all-purpose flour"")",616.9,25.6,94.8,6.6
Bisquick Apple Cinnamon Muffins,"c(""egg"", ""Bisquick baking mix"", ""apple"", ""sugar"", ""1% low-fat milk"", ""canola oil"", ""cinnamon"")",150.2,6.2,21.2,2.7
Apple Juice Marinade,"c(""soy sauce"", ""honey"", ""lemon juice"", ""garlic powder"", ""dry mustard"", ""ginger"")",376.8,0.5,92.6,8.5
Vanilla Cake,"c(""shortening"", ""sugar"", ""eggs"", ""flour"", ""milk"", ""baking powder"", ""vanilla"")",2933.7,123.4,407.8,46.4
Better Than Sex Cake II,"c(""instant vanilla pudding"", ""sour cream"", ""water"", ""eggs"", ""chocolate chips"", ""pecans"", ""German chocolate bar"")",5469.8,322.1,625.4,59.0
Barley &amp; Mushroom Stuffed Green Bell Peppers,"c(""mushrooms"", ""onion"", ""pearl barley"", ""parsley"", ""thyme"", ""pepper"", ""monterey jack cheese"", ""bell peppers"")",503.9,14.9,77.9,18.1
Ground Beef Stuffed Green Bell Peppers With Cheese,"c(""green peppers"", ""beef"", ""onion"", ""tomatoes"", ""long grain rice"", ""water"", ""salt"", ""Worcestershire sauce"", ""cheddar cheese"")",1389.5,120.9,49.1,28.5
Crisfield Crab Dabs,"c(""jumbo lump crab meat"", ""dry sherry"", ""chives"", ""dry mustard"", ""salt"", ""bacon"", ""mayonnaise"")",35.5,2.1,0.8,3.1
Peach Vinegar,"""white wine vinegar""",88.7,0.6,21.7,2.1
Herbal Vinegar with Garlic & Basil,"c(""garlic"", ""fresh basil"", ""white wine vinegar"")",29.6,0.3,5.8,1.9
Ginger Apple Vinegar,"c(""fresh ginger"", ""apple cider vinegar"", ""sugar"")",66.4,0.0,6.4,0.0
Perfectly Spiced Banana Bread,"c(""all-purpose flour"", ""baking powder"", ""baking soda"", ""salt"", ""ginger"", ""allspice"", ""nutmeg"", ""lemon zest"", ""butter"", ""margarine"", ""sugar"", ""eggs"", ""bananas"")",318.2,13.1,46.6,4.8
Michael Jordon's Macaroni & Cheese,"c(""elbow macaroni"", ""butter"", ""all-purpose flour"", ""milk"", ""onion"", ""kosher salt"", ""black pepper"", ""Worcestershire sauce"", ""Worcestershire sauce"", ""Dijon mustard"", ""aged white cheddar cheese"", ""gorgonzola"", ""parmesan cheese"")",978.3,55.0,74.8,45.7
Cajun Turnovers,"c(""onion"", ""green bell pepper"", ""celery"", ""I Can't Believe It's Not Butter Fat Free"", ""mushroom"", ""wild rice"", ""water"", ""Worcestershire sauce"", ""garlic powder"", ""cayenne pepper"", ""salt"", ""egg"")",407.2,5.0,76.6,15.4
Mushroom Torte,"c(""phyllo pastry"", ""mushrooms"", ""garlic"", ""basil"", ""salt"", ""shallot"", ""fat free cream cheese"", ""pepper"")",43.4,0.8,7.5,2.5
Tabbouleh,"c(""fresh parsley"", ""of fresh mint"", ""cucumbers"", ""tomatoes"", ""bulgur"", ""onion"", ""lemon juice"", ""olive oil"", ""salt"", ""garlic"")",164.2,5.3,27.5,5.2
Char Siu Pork,"c(""salt"", ""sugar"", ""hoisin sauce"", ""honey"", ""soy sauce"")",961.5,19.3,179.9,25.5
Haupia,"c(""cornstarch"", ""sugar"", ""salt"", ""frozen coconut milk"")",229.1,17.3,20.1,1.4
Kalbi,"c(""soy sauce"", ""water"", ""honey"", ""sugar"", ""sesame seeds"", ""garlic"", ""green onions"")",7798.2,689.3,105.4,283.9
Malassadas,"c(""milk"", ""fresh yeast cake"", ""sugar"", ""water"", ""salt"", ""butter"", ""eggs"", ""flour"", ""sugar"")",440.6,38.9,21.8,2.5
Potato Pancakes,"c(""potatoes"", ""eggs"", ""salt"")",427.8,3.8,86.2,14.1
Oatmeal Pancakes,"c(""oatmeal"", ""buttermilk"", ""eggs"", ""flour"", ""sugar"", ""baking soda"", ""salt"")",1053.3,22.5,157.5,54.7
Butter Shortbreads,"c(""butter"", ""icing sugar"", ""flour"", ""lemons, rind of"")",36.0,2.7,2.7,0.3
Melting Moments,"c(""butter"", ""icing sugar"", ""flour"", ""cornflour"", ""baking powder"")",1335.7,94.7,115.8,10.8
Amish Biscuits,"c(""all-purpose flour"", ""baking soda"", ""salt"", ""baking powder"", ""eggs"", ""butter"")",62.3,4.7,4.1,1.1
Amish Cornbread II,"c(""eggs"", ""milk"", ""sugar"", ""all-purpose flour"", ""cornmeal"", ""baking soda"", ""salt"", ""baking powder"")",298.0,14.2,36.0,7.7
Mammy's Apple Crisp,"c(""apples"", ""brown sugar"", ""all-purpose flour"", ""unsalted butter"", ""walnuts"")",318.9,12.1,53.2,2.3
Beef and Bean Burritos,"c(""onion"", ""garlic cloves"", ""beef"", ""chili powder"", ""cumin"", ""tomato sauce"", ""flour tortillas"")",963.9,65.8,72.2,20.1
Almond Butter Cookies,"c(""flour"", ""baking powder"", ""butter"", ""sugar"", ""vanilla extract"")",49.2,2.8,5.6,0.5
Old Fashioned Butter Cookies,"c(""unsalted butter"", ""powdered sugar"", ""egg"", ""vanilla"", ""flour"", ""salt"")",3323.5,192.3,359.3,40.5
Marzia's Beef or Chicken Curry,"c(""turmeric"", ""cumin"", ""fennel powder"", ""beef"", ""chicken legs"", ""tomatoes"", ""yoghurt"", ""tomato paste"", ""ginger"", ""garlic"", ""salt"", ""lemon juice"", ""onion"", ""pepper"")",914.6,91.7,11.8,11.9
Chili Sauce,"c(""tomatoes"", ""onions"", ""green peppers"", ""sugar"", ""cinnamon"", ""allspice"", ""clove"", ""salt"", ""white vinegar"")",32.3,0.1,7.7,0.5
Chocolate Caramel Oatmeal Bars,"c(""butter"", ""evaporated milk"")",183.7,9.0,25.5,2.3
Ultimate Chocolate Chip Bars,"c(""margarine"", ""granulated sugar"", ""brown sugar"", ""eggs"", ""vanilla extract"", ""all-purpose flour"", ""baking soda"", ""salt"", ""chocolate chips"")",391.8,20.3,51.1,4.0
Pig in the Blankets,"c(""flour"", ""margarine"", ""baking powder"", ""salt"", ""milk"", ""sausage"")",501.5,39.0,22.8,14.2
Hutspot,"c(""carrots"", ""onions"", ""potatoes"", ""water"")",420.3,0.9,96.2,10.9
Krakelingen (Butter Cookies in the Shape of 8),"c(""butter"", ""flour"", ""water"", ""sugar"")",70.5,5.2,5.3,0.8
Red Onion and Black Olive Sauce,"c(""olive oil"", ""red onions"", ""sugar"", ""black olives"", ""butter"", ""fresh parsley"")",99.2,8.7,5.2,0.5
Roasted Garlic Basil Sauce,"c(""garlic cloves"", ""zucchini"", ""basil leaves"", ""parsley"", ""water"", ""lemon juice"")",73.8,1.2,13.4,5.7
Spicy Herb Sauce,"c(""olive oil"", ""garlic"", ""onion"", ""fresh parsley"", ""of fresh mint"", ""cinnamon"", ""lemon juice"", ""fresh cilantro"", ""pine nuts"")",60.9,5.5,3.0,0.6
Sweet and Sour Pork Chops,"c(""butter"", ""brown sugar"", ""vinegar"", ""allspice"", ""cloves"", ""salt"", ""black pepper"")",315.8,16.5,18.1,22.6
Strawberry Lemonade,"c(""water"", ""fresh strawberries"", ""sugar"", ""lemon juice"", ""lemon slice"")",100.6,0.3,25.9,0.6
Viv's Raisin Pie,"c(""raisins"", ""water"", ""brown sugar"", ""cornstarch"", ""cinnamon"", ""salt"", ""water"", ""vinegar"", ""butter"")",2526.4,84.4,449.7,21.4
Twice Baked Potatoes III,"c(""baking potatoes"", ""butter"", ""salt"")",191.0,6.2,30.6,4.2
Fiesta Yellow Squash,"c(""margarine"", ""fresh onion"", ""green pepper"", ""salt"", ""pepper"", ""thyme"", ""lemon juice"")",90.4,6.3,7.7,2.6
Yellow Squash Pie,"c(""eggs"", ""granulated sugar"")",167.0,3.0,26.8,4.2
Italian Salad Dressing Mix,"c(""dry parmesan cheese"", ""garlic powder"", ""onion powder"", ""paprika"", ""celery seed"", ""sesame seeds"")",295.4,16.7,22.3,18.9
Maple Salad Dressing,"c(""pure maple syrup"", ""lemon juice"", ""paprika"", ""celery seed"", ""salt"", ""onion powder"", ""mustard"")",1092.6,28.1,218.7,0.4
Peppy Salad Dressing,"c(""sugar"", ""dry mustard"", ""pepper"", ""water"", ""vinegar"", ""garlic"")",9.1,0.0,2.3,0.0
Versatile Salad Dressing,"c(""sugar"", ""all-purpose flour"", ""salt"", ""mustard"", ""eggs"", ""vinegar"", ""water"", ""mayonnaise"")",629.6,4.9,139.5,7.1
Zucchini or Yellow Squash Patties and Dressing,"c(""zucchini"", ""salt"", ""sugar"", ""egg"", ""flour"", ""onion"", ""onion"", ""green pepper"", ""celery"", ""butter"", ""milk"", ""salt"", ""pepper"")",248.3,16.9,19.6,5.9
Yellow Squash Bake,"c(""sour cream"", ""Pepperidge Farm stuffing"", ""pimientos"", ""onions"", ""margarine"")",358.2,19.7,38.8,7.2
"""Chicken","c(""boneless skinless chicken breast half"", ""bacon"", ""garlic cloves"", ""red bell pepper"", ""cumin"", ""salt"", ""green onion"", ""monterey jack cheese"", ""black beans"", ""flour tortillas"")",645.2,21.2,78.0,35.2
Chicken-Chile Enchiladas,"c(""chicken breast"", ""onion"", ""garlic"", ""sour cream"", ""cheddar cheese"", ""corn tortillas"")",663.7,42.8,27.5,42.7
Chicken Enchiladas De Jocoque,"c(""water"", ""onion"", ""celery"", ""bay leaf"", ""peppercorns"", ""salt"", ""sour cream"", ""butter"", ""corn tortillas"", ""monterey jack cheese"", ""black olives"")",764.1,54.7,32.4,37.4
Enchiladas Pollo With Green Chilies Cream Sauce,"c(""chicken breast half"", ""onion"", ""bay leaf"", ""peppercorns"", ""parmesan cheese"", ""monterey jack cheese"", ""egg"", ""corn tortillas"")",807.9,52.0,28.9,56.4
